"age","PrevCall","city","hour","gander","Period_type","topic"
47,29,"hedera","8:53","male","Holidays","Disconnection"
38,18,"karmel","22:31","male","Holidays","Service"
45,14,"ashklon","17:21","female","Normal_days","complaint"
38,3,"hefa","16:27","male","Normal_days","complaint"
43,7,"ashdod","5:32","male","Summer_vacation","complaint"
26,28,"jatt","8:58","male","Holidays","joining"
26,4,"bat-yam","6:53","female","Normal_days","Disconnection"
39,11,"ariel","12:00","male","Holidays","complaint"
47,30,"jatt","6:57","male","Summer_vacation","Disconnection"
28,2,"karmel","19:43","male","Holidays","Disconnection"
22,28,"jatt","23:30","male","Holidays","Disconnection"
36,23,"telaviv","11:52","male","Holidays","Disconnection"
44,25,"ashdod","9:09","female","Holidays","Disconnection"
21,16,"jatt","6:54","female","Normal_days","Disconnection"
47,25,"hedera","13:15","male","Holidays","Disconnection"
48,17,"telaviv","5:45","male","Normal_days","Service"
47,13,"ashdod","8:03","male","Normal_days","complaint"
48,26,"hedera","16:07","male","Holidays","Disconnection"
33,25,"ashklon","3:58","male","Summer_vacation","Disconnection"
49,4,"qara","4:45","female","Holidays","joining"
40,21,"hefa","7:18","male","Summer_vacation","Disconnection"
24,8,"jatt","5:57","male","Holidays","joining"
23,30,"ashdod","18:40","female","Holidays","Disconnection"
35,17,"hefa","19:30","female","Normal_days","joining"
42,5,"karmel","4:13","female","Normal_days","joining"
35,21,"ashklon","2:00","male","Summer_vacation","complaint"
28,11,"ashklon","18:32","male","Holidays","Service"
20,21,"hedera","7:23","male","Summer_vacation","joining"
40,22,"karmel","20:09","male","Summer_vacation","Disconnection"
27,8,"qara","0:25","female","Summer_vacation","complaint"
27,29,"hefa","2:12","male","Holidays","Disconnection"
43,7,"ashdod","3:27","male","Summer_vacation","Service"
39,12,"telaviv","7:57","female","Summer_vacation","complaint"
48,21,"telaviv","0:35","female","Holidays","Service"
43,29,"hefa","4:52","male","Summer_vacation","Disconnection"
31,8,"telaviv","16:10","male","Summer_vacation","complaint"
40,27,"hedera","1:24","male","Normal_days","Disconnection"
37,22,"hefa","14:39","male","Normal_days","Disconnection"
24,19,"hedera","19:23","female","Summer_vacation","Disconnection"
41,11,"bat-yam","23:46","female","Holidays","Service"
29,19,"ashdod","10:34","female","Normal_days","Service"
41,7,"bat-yam","21:42","male","Normal_days","joining"
42,5,"bat-yam","0:08","female","Holidays","joining"
41,20,"qara","2:25","female","Summer_vacation","Disconnection"
37,30,"bat-yam","4:28","female","Normal_days","Disconnection"
43,6,"karmel","17:49","male","Holidays","Disconnection"
37,12,"jatt","2:16","male","Holidays","Disconnection"
46,14,"karmel","22:26","male","Summer_vacation","Disconnection"
35,4,"qara","18:11","female","Summer_vacation","complaint"
37,15,"jatt","22:48","female","Normal_days","complaint"
37,9,"bat-yam","12:35","male","Summer_vacation","Disconnection"
48,15,"qara","11:21","male","Holidays","Disconnection"
43,13,"telaviv","8:18","male","Summer_vacation","complaint"
32,4,"karmel","3:25","male","Holidays","Service"
35,4,"telaviv","13:53","male","Holidays","Disconnection"
40,18,"jatt","20:27","male","Holidays","complaint"
47,26,"hedera","17:30","female","Normal_days","Service"
26,5,"hedera","21:20","male","Holidays","complaint"
39,26,"ariel","19:54","female","Normal_days","Service"
30,20,"karmel","7:46","female","Summer_vacation","Service"
49,10,"hefa","17:18","male","Holidays","joining"
27,30,"hefa","20:21","female","Holidays","joining"
24,21,"ariel","12:49","male","Holidays","Disconnection"
28,2,"ashklon","22:49","male","Holidays","complaint"
46,21,"ariel","2:50","female","Normal_days","joining"
36,19,"ashdod","7:53","male","Summer_vacation","Service"
26,21,"ashdod","8:36","male","Summer_vacation","Service"
30,17,"telaviv","7:13","male","Normal_days","Service"
43,6,"ashklon","11:34","male","Holidays","joining"
35,6,"jatt","8:33","female","Summer_vacation","complaint"
41,28,"hedera","4:53","female","Holidays","joining"
22,11,"ashdod","15:16","male","Holidays","Disconnection"
28,1,"hedera","0:34","female","Normal_days","Disconnection"
28,29,"ashklon","10:34","female","Holidays","Service"
47,19,"hefa","9:29","female","Summer_vacation","joining"
25,4,"ariel","3:50","male","Summer_vacation","Service"
45,28,"ntanya","10:45","female","Holidays","joining"
28,14,"bat-yam","19:18","female","Summer_vacation","Service"
41,29,"ashklon","8:36","female","Holidays","complaint"
22,9,"ariel","23:18","female","Summer_vacation","joining"
32,4,"karmel","18:01","male","Holidays","complaint"
33,8,"ntanya","6:55","female","Summer_vacation","joining"
37,11,"ntanya","10:26","female","Normal_days","Disconnection"
30,22,"ntanya","8:26","male","Holidays","Disconnection"
48,10,"bat-yam","3:44","male","Normal_days","joining"
27,2,"qara","21:01","male","Summer_vacation","Disconnection"
24,11,"hefa","13:03","male","Holidays","Service"
23,4,"telaviv","17:35","female","Normal_days","joining"
29,12,"jatt","15:34","female","Normal_days","complaint"
46,10,"jatt","8:20","male","Holidays","Disconnection"
31,29,"hedera","2:45","male","Summer_vacation","Disconnection"
24,12,"ashdod","15:35","male","Summer_vacation","Disconnection"
22,22,"karmel","14:16","male","Summer_vacation","Disconnection"
43,20,"telaviv","21:45","male","Summer_vacation","Service"
20,19,"hefa","13:26","female","Summer_vacation","Disconnection"
45,7,"ashklon","0:49","female","Normal_days","joining"
45,17,"ariel","12:31","female","Holidays","Disconnection"
42,14,"ashdod","2:05","female","Summer_vacation","Service"
43,11,"ashdod","2:37","female","Summer_vacation","Service"
40,16,"ntanya","22:10","male","Summer_vacation","Disconnection"
42,1,"ashklon","14:36","male","Normal_days","Disconnection"
21,8,"ntanya","18:41","female","Normal_days","joining"
31,11,"qara","5:00","male","Normal_days","complaint"
46,10,"ariel","16:28","female","Holidays","complaint"
29,12,"ariel","7:13","female","Holidays","joining"
48,14,"bat-yam","21:50","female","Holidays","Service"
48,2,"jatt","9:37","male","Summer_vacation","Service"
47,6,"hedera","14:55","male","Holidays","Service"
40,28,"ashklon","6:44","male","Normal_days","Disconnection"
44,18,"ntanya","23:49","male","Holidays","Disconnection"
31,19,"ntanya","7:46","female","Holidays","Disconnection"
43,25,"jatt","16:52","male","Summer_vacation","Service"
38,11,"karmel","17:09","female","Summer_vacation","complaint"
48,20,"ntanya","12:51","female","Summer_vacation","complaint"
36,1,"qara","22:15","female","Normal_days","Service"
32,10,"ashdod","5:36","female","Holidays","joining"
29,6,"ntanya","13:46","female","Normal_days","complaint"
27,17,"ashklon","5:49","male","Holidays","Service"
32,24,"ntanya","5:15","male","Summer_vacation","Disconnection"
33,18,"bat-yam","15:24","female","Holidays","Disconnection"
37,25,"hefa","11:09","female","Holidays","complaint"
31,5,"telaviv","19:25","male","Holidays","complaint"
25,25,"qara","9:29","male","Normal_days","joining"
37,15,"hefa","5:17","female","Summer_vacation","Disconnection"
27,20,"bat-yam","6:28","male","Normal_days","Disconnection"
27,15,"ashdod","22:34","male","Normal_days","Service"
45,21,"karmel","10:49","female","Summer_vacation","Service"
29,21,"bat-yam","14:35","male","Holidays","Disconnection"
37,13,"ariel","10:19","female","Normal_days","joining"
20,2,"hedera","14:21","male","Normal_days","complaint"
47,19,"hefa","9:36","male","Normal_days","Disconnection"
26,24,"ashdod","6:50","female","Holidays","Disconnection"
22,9,"hedera","15:01","female","Holidays","joining"
33,4,"jatt","1:54","male","Summer_vacation","joining"
29,14,"hefa","0:01","female","Holidays","Service"
25,16,"hedera","5:17","male","Normal_days","Service"
39,16,"ntanya","1:10","male","Holidays","Disconnection"
22,11,"ariel","6:16","female","Summer_vacation","joining"
38,14,"hefa","5:04","female","Summer_vacation","joining"
25,27,"hedera","3:01","female","Summer_vacation","complaint"
38,24,"hefa","1:12","female","Summer_vacation","Service"
34,20,"ntanya","14:03","female","Normal_days","complaint"
39,6,"ashdod","11:17","female","Holidays","Disconnection"
37,18,"karmel","8:06","female","Normal_days","joining"
38,1,"hefa","16:12","female","Holidays","joining"
38,13,"jatt","15:44","female","Holidays","complaint"
20,27,"qara","17:59","male","Summer_vacation","Disconnection"
48,20,"karmel","4:39","female","Summer_vacation","Service"
27,17,"ashdod","7:57","male","Summer_vacation","complaint"
49,19,"jatt","13:57","female","Summer_vacation","complaint"
38,24,"telaviv","16:17","female","Summer_vacation","joining"
26,23,"ntanya","3:47","female","Summer_vacation","Disconnection"
32,2,"bat-yam","1:50","female","Normal_days","Service"
25,29,"ariel","8:23","male","Summer_vacation","Disconnection"
40,7,"hedera","21:38","male","Summer_vacation","complaint"
39,23,"hefa","9:17","female","Holidays","Service"
49,4,"hedera","0:12","female","Summer_vacation","Service"
23,26,"telaviv","0:49","male","Normal_days","Service"
36,16,"hefa","0:05","female","Summer_vacation","Service"
44,30,"bat-yam","13:36","female","Holidays","Service"
41,8,"bat-yam","4:46","female","Summer_vacation","joining"
21,24,"bat-yam","15:07","female","Normal_days","joining"
45,4,"qara","17:59","female","Normal_days","Service"
22,3,"ashdod","0:04","female","Normal_days","joining"
38,18,"qara","4:36","female","Holidays","Disconnection"
42,24,"telaviv","13:15","male","Normal_days","Disconnection"
45,17,"hedera","16:38","male","Holidays","Disconnection"
27,15,"jatt","22:40","female","Holidays","complaint"
23,2,"karmel","19:34","female","Holidays","Disconnection"
25,18,"bat-yam","16:17","male","Summer_vacation","joining"
39,13,"qara","0:44","male","Normal_days","Disconnection"
43,1,"ntanya","15:17","male","Summer_vacation","Disconnection"
27,24,"ashdod","17:09","female","Holidays","complaint"
25,10,"hedera","19:24","male","Summer_vacation","Disconnection"
30,12,"karmel","6:44","female","Summer_vacation","complaint"
47,28,"ashdod","20:12","female","Holidays","Service"
45,12,"ntanya","9:52","male","Holidays","complaint"
46,2,"bat-yam","19:00","female","Holidays","Service"
36,4,"ashdod","4:41","male","Summer_vacation","complaint"
36,16,"karmel","6:17","male","Normal_days","joining"
20,13,"hedera","8:28","female","Holidays","Disconnection"
41,9,"ashdod","22:52","male","Holidays","Disconnection"
37,13,"ntanya","5:38","male","Normal_days","joining"
31,9,"ntanya","14:44","male","Holidays","complaint"
23,29,"bat-yam","19:35","female","Normal_days","Service"
22,1,"hedera","7:02","female","Summer_vacation","Service"
40,15,"ashdod","15:17","male","Normal_days","Service"
38,5,"karmel","10:12","female","Summer_vacation","complaint"
44,6,"ashklon","6:53","female","Summer_vacation","joining"
44,5,"hedera","23:10","male","Normal_days","complaint"
26,5,"karmel","17:59","female","Normal_days","complaint"
49,25,"hefa","23:35","female","Summer_vacation","Disconnection"
42,9,"telaviv","20:23","female","Holidays","complaint"
43,9,"ariel","1:14","female","Summer_vacation","complaint"
36,1,"karmel","1:10","female","Normal_days","Disconnection"
33,18,"karmel","0:26","female","Holidays","Disconnection"
25,29,"ariel","14:36","female","Summer_vacation","complaint"
21,26,"hedera","22:07","male","Normal_days","joining"
22,21,"bat-yam","6:48","male","Holidays","joining"
42,21,"hedera","12:04","male","Holidays","Disconnection"
39,25,"qara","13:20","female","Holidays","complaint"
32,13,"ashklon","23:51","female","Normal_days","Service"
44,12,"ashklon","17:29","female","Normal_days","Disconnection"
25,22,"ashdod","18:01","male","Summer_vacation","Disconnection"
47,29,"jatt","18:43","female","Normal_days","complaint"
45,27,"ariel","8:24","female","Holidays","Service"
41,5,"telaviv","5:00","male","Normal_days","Service"
29,30,"ntanya","5:22","female","Summer_vacation","joining"
44,7,"qara","1:28","female","Normal_days","complaint"
35,26,"ariel","0:58","male","Holidays","joining"
31,21,"ashdod","15:51","male","Holidays","Service"
48,19,"ariel","0:04","female","Summer_vacation","complaint"
26,16,"telaviv","20:53","female","Normal_days","joining"
37,19,"ashklon","19:29","male","Summer_vacation","complaint"
45,22,"hedera","12:53","female","Summer_vacation","joining"
24,19,"telaviv","10:28","male","Summer_vacation","joining"
43,8,"qara","4:05","female","Holidays","complaint"
42,10,"ashklon","18:48","female","Normal_days","Service"
41,28,"ariel","20:29","male","Normal_days","Service"
29,5,"bat-yam","16:07","female","Normal_days","Disconnection"
40,11,"ashdod","16:06","female","Holidays","Disconnection"
29,23,"hefa","22:39","male","Holidays","Disconnection"
35,18,"telaviv","3:54","female","Summer_vacation","Disconnection"
39,28,"hefa","6:17","male","Summer_vacation","Disconnection"
47,20,"telaviv","4:00","female","Normal_days","joining"
22,28,"hefa","12:39","male","Holidays","complaint"
30,6,"hefa","6:23","male","Holidays","Service"
46,9,"ashdod","10:56","female","Normal_days","Service"
48,8,"hedera","13:56","male","Holidays","Disconnection"
48,4,"jatt","5:58","male","Holidays","joining"
35,13,"bat-yam","23:55","female","Normal_days","complaint"
35,7,"ntanya","6:32","female","Normal_days","joining"
37,11,"ashdod","1:50","female","Holidays","joining"
32,20,"karmel","2:40","male","Summer_vacation","Service"
29,27,"ashklon","9:17","male","Summer_vacation","Disconnection"
25,19,"ntanya","21:37","female","Normal_days","complaint"
26,18,"hefa","22:47","male","Normal_days","Disconnection"
44,24,"ntanya","5:35","male","Summer_vacation","Disconnection"
38,19,"qara","19:02","male","Normal_days","Service"
38,26,"ashklon","19:47","male","Normal_days","Service"
33,23,"jatt","17:20","male","Normal_days","joining"
20,11,"hefa","23:22","male","Summer_vacation","complaint"
34,2,"karmel","15:41","male","Holidays","Service"
36,7,"hedera","10:42","female","Summer_vacation","complaint"
26,18,"jatt","22:39","male","Holidays","Service"
37,3,"bat-yam","15:43","male","Holidays","Disconnection"
21,23,"hefa","13:41","male","Summer_vacation","complaint"
22,8,"ntanya","19:13","female","Summer_vacation","joining"
32,19,"qara","9:04","male","Holidays","joining"
27,28,"ariel","3:41","female","Summer_vacation","joining"
22,19,"telaviv","0:45","male","Normal_days","joining"
36,16,"bat-yam","11:06","male","Holidays","Disconnection"
21,24,"ariel","13:34","male","Summer_vacation","complaint"
49,23,"bat-yam","22:41","male","Normal_days","Disconnection"
24,13,"hedera","7:54","male","Holidays","Service"
30,18,"qara","8:52","male","Normal_days","joining"
38,11,"telaviv","9:27","female","Holidays","joining"
28,7,"ntanya","0:22","male","Normal_days","complaint"
30,22,"hedera","3:11","female","Holidays","joining"
20,4,"qara","19:23","male","Summer_vacation","complaint"
28,20,"qara","0:33","male","Summer_vacation","Service"
42,4,"hedera","7:34","male","Holidays","joining"
37,29,"hedera","4:29","male","Summer_vacation","Disconnection"
26,29,"hefa","15:37","male","Summer_vacation","Disconnection"
34,1,"bat-yam","3:25","male","Normal_days","Service"
30,30,"karmel","13:45","female","Normal_days","complaint"
27,25,"karmel","16:52","male","Normal_days","joining"
21,20,"qara","22:34","female","Normal_days","joining"
36,12,"ashklon","6:06","female","Summer_vacation","complaint"
25,8,"ashklon","22:08","female","Holidays","joining"
47,19,"ntanya","4:32","female","Holidays","Disconnection"
45,27,"ariel","19:37","male","Holidays","Service"
34,18,"ntanya","19:49","male","Holidays","Disconnection"
38,5,"telaviv","1:12","female","Normal_days","joining"
41,4,"ashklon","5:42","male","Normal_days","joining"
24,6,"karmel","15:51","male","Summer_vacation","joining"
23,26,"ntanya","9:29","female","Summer_vacation","Service"
41,15,"hefa","13:17","male","Holidays","joining"
30,19,"hefa","13:44","female","Normal_days","joining"
33,16,"telaviv","6:07","female","Summer_vacation","Disconnection"
30,28,"ariel","18:35","male","Summer_vacation","Service"
34,2,"ariel","17:21","male","Summer_vacation","Service"
23,19,"ntanya","22:43","male","Summer_vacation","Service"
23,18,"karmel","13:13","male","Summer_vacation","Service"
42,25,"ntanya","21:48","female","Normal_days","Service"
32,22,"ntanya","5:50","male","Summer_vacation","Disconnection"
28,6,"ntanya","17:31","female","Summer_vacation","joining"
26,1,"ashklon","6:28","female","Normal_days","joining"
40,20,"jatt","16:47","female","Summer_vacation","joining"
22,5,"hefa","14:46","male","Holidays","Disconnection"
32,13,"ariel","18:52","male","Holidays","complaint"
22,10,"ariel","12:48","female","Summer_vacation","joining"
49,10,"ariel","2:56","female","Holidays","Disconnection"
46,26,"bat-yam","10:21","male","Summer_vacation","Disconnection"
49,12,"qara","12:27","female","Normal_days","complaint"
34,11,"ashdod","17:44","female","Holidays","Service"
34,14,"hefa","9:55","female","Normal_days","complaint"
39,18,"karmel","10:02","male","Normal_days","Service"
32,30,"karmel","11:07","male","Holidays","complaint"
25,23,"jatt","18:32","male","Normal_days","joining"
45,25,"karmel","17:46","female","Holidays","complaint"
47,26,"karmel","9:32","female","Holidays","joining"
44,9,"ashklon","18:26","female","Summer_vacation","Service"
49,2,"hefa","20:05","male","Holidays","Service"
40,4,"ariel","17:02","male","Normal_days","complaint"
20,21,"bat-yam","19:21","female","Summer_vacation","joining"
43,22,"ashklon","20:35","male","Holidays","complaint"
20,27,"ashdod","17:57","male","Normal_days","joining"
22,13,"ariel","5:23","female","Holidays","joining"
42,23,"hefa","12:56","male","Normal_days","Disconnection"
44,27,"ashdod","1:38","female","Summer_vacation","complaint"
25,24,"ntanya","17:41","female","Summer_vacation","Disconnection"
25,13,"qara","13:22","female","Normal_days","complaint"
32,6,"hedera","20:47","male","Summer_vacation","complaint"
25,23,"qara","15:20","female","Normal_days","Disconnection"
34,12,"ashklon","13:15","female","Holidays","joining"
20,2,"hefa","21:49","female","Holidays","Service"
36,7,"hefa","7:24","male","Normal_days","joining"
26,6,"hedera","0:18","male","Holidays","joining"
35,17,"qara","10:31","female","Summer_vacation","joining"
42,10,"ashklon","10:42","male","Normal_days","Service"
26,15,"ntanya","12:40","male","Normal_days","Disconnection"
35,15,"ariel","8:02","female","Holidays","Disconnection"
22,15,"ariel","5:13","male","Holidays","Disconnection"
49,18,"jatt","3:10","male","Summer_vacation","complaint"
39,20,"jatt","16:37","female","Summer_vacation","Disconnection"
35,2,"qara","12:41","male","Holidays","Service"
34,1,"ashklon","2:02","male","Holidays","complaint"
23,3,"hefa","22:07","female","Holidays","joining"
26,29,"ntanya","15:05","female","Summer_vacation","joining"
36,20,"ariel","17:26","female","Holidays","Service"
30,2,"hefa","21:18","male","Holidays","complaint"
44,13,"ariel","13:57","female","Summer_vacation","Disconnection"
33,6,"hedera","21:15","male","Summer_vacation","joining"
25,5,"qara","7:14","male","Summer_vacation","complaint"
26,19,"ashdod","9:06","female","Summer_vacation","joining"
49,16,"hefa","20:54","female","Summer_vacation","complaint"
33,1,"ariel","12:44","female","Normal_days","Service"
38,24,"bat-yam","2:13","male","Normal_days","Disconnection"
21,14,"telaviv","14:36","male","Summer_vacation","joining"
30,21,"telaviv","2:22","male","Summer_vacation","complaint"
22,28,"karmel","9:58","female","Holidays","complaint"
38,11,"ntanya","14:57","male","Summer_vacation","Disconnection"
33,2,"telaviv","5:11","female","Summer_vacation","Service"
28,30,"telaviv","17:59","female","Holidays","joining"
42,22,"jatt","0:46","male","Holidays","complaint"
23,10,"karmel","11:30","female","Normal_days","complaint"
35,4,"telaviv","6:57","female","Holidays","Disconnection"
40,15,"karmel","22:52","male","Summer_vacation","joining"
42,18,"karmel","22:16","male","Normal_days","joining"
33,2,"ntanya","17:29","male","Holidays","complaint"
40,8,"ntanya","12:21","male","Normal_days","Service"
47,3,"bat-yam","18:52","male","Holidays","complaint"
49,19,"hefa","12:13","female","Summer_vacation","complaint"
49,13,"ntanya","17:53","male","Summer_vacation","Disconnection"
31,21,"ashdod","3:52","male","Holidays","Service"
25,14,"qara","19:49","male","Normal_days","Service"
43,20,"bat-yam","0:33","female","Normal_days","Disconnection"
31,1,"ashklon","0:57","male","Holidays","complaint"
48,9,"jatt","12:02","male","Holidays","joining"
42,2,"qara","19:58","female","Summer_vacation","complaint"
32,19,"jatt","3:28","male","Summer_vacation","joining"
32,16,"ashdod","23:37","female","Normal_days","complaint"
38,2,"ariel","21:52","male","Summer_vacation","Disconnection"
43,3,"qara","1:49","female","Holidays","complaint"
25,12,"hefa","2:48","female","Normal_days","complaint"
40,9,"karmel","13:56","male","Holidays","Disconnection"
46,23,"jatt","5:52","male","Holidays","complaint"
23,12,"qara","11:50","female","Normal_days","complaint"
35,12,"karmel","10:37","female","Holidays","complaint"
32,29,"ashdod","2:15","female","Normal_days","Service"
29,9,"hefa","20:13","female","Summer_vacation","joining"
27,29,"ariel","3:24","male","Summer_vacation","Disconnection"
20,17,"karmel","2:40","male","Holidays","Disconnection"
41,4,"qara","4:59","female","Summer_vacation","joining"
43,22,"hefa","12:33","male","Holidays","Disconnection"
26,27,"bat-yam","6:31","female","Summer_vacation","Service"
37,15,"ashdod","9:04","female","Normal_days","Service"
22,25,"jatt","3:46","male","Holidays","Service"
40,15,"ntanya","12:58","female","Holidays","complaint"
37,7,"ashdod","20:09","female","Holidays","Service"
49,18,"hefa","7:44","female","Holidays","joining"
24,11,"ntanya","14:38","male","Summer_vacation","Disconnection"
35,27,"telaviv","7:56","male","Normal_days","Service"
40,26,"ashklon","9:08","male","Normal_days","Service"
45,25,"bat-yam","15:50","male","Holidays","Disconnection"
20,22,"ariel","0:48","female","Holidays","complaint"
29,6,"ashklon","12:14","female","Normal_days","joining"
36,16,"qara","15:48","male","Holidays","joining"
20,20,"hedera","1:35","male","Holidays","Service"
42,20,"ashdod","12:09","male","Holidays","joining"
32,8,"bat-yam","23:40","male","Summer_vacation","Service"
35,24,"hedera","18:50","female","Summer_vacation","complaint"
21,30,"ashdod","13:52","female","Holidays","Service"
33,8,"bat-yam","15:08","female","Holidays","joining"
39,8,"ashdod","9:35","male","Normal_days","Service"
40,10,"ariel","23:57","male","Holidays","Service"
39,27,"hefa","18:48","female","Summer_vacation","joining"
26,23,"telaviv","20:29","male","Summer_vacation","Disconnection"
43,27,"qara","23:45","female","Normal_days","joining"
26,28,"telaviv","15:52","female","Normal_days","Service"
41,29,"ariel","15:33","female","Holidays","Disconnection"
39,9,"karmel","7:55","male","Summer_vacation","Disconnection"
29,12,"qara","20:28","male","Summer_vacation","complaint"
45,1,"bat-yam","9:54","male","Summer_vacation","Disconnection"
22,7,"telaviv","5:48","female","Holidays","joining"
38,17,"ashdod","14:23","female","Holidays","complaint"
42,29,"ntanya","20:16","female","Summer_vacation","Service"
41,10,"ashklon","5:09","female","Holidays","complaint"
20,30,"telaviv","7:03","female","Summer_vacation","complaint"
25,27,"ashklon","0:06","male","Holidays","complaint"
41,4,"hedera","23:51","male","Summer_vacation","Service"
43,5,"hefa","23:19","female","Summer_vacation","Service"
33,15,"ariel","18:20","male","Summer_vacation","complaint"
27,30,"ariel","23:18","female","Normal_days","Service"
37,17,"ashdod","7:39","female","Normal_days","Disconnection"
36,10,"hefa","7:45","female","Summer_vacation","Disconnection"
28,18,"jatt","9:45","male","Normal_days","complaint"
26,23,"qara","10:45","male","Summer_vacation","complaint"
40,1,"ntanya","14:06","female","Summer_vacation","joining"
29,23,"jatt","6:46","male","Holidays","joining"
29,22,"qara","9:10","male","Holidays","complaint"
33,11,"jatt","0:51","male","Holidays","complaint"
20,17,"ashdod","12:59","female","Summer_vacation","Service"
39,28,"telaviv","17:20","male","Summer_vacation","Disconnection"
46,19,"ashklon","23:42","female","Normal_days","Service"
27,25,"hedera","0:12","female","Summer_vacation","Service"
45,21,"ashklon","4:59","male","Summer_vacation","complaint"
34,19,"ashklon","0:56","female","Summer_vacation","Disconnection"
47,28,"telaviv","14:17","female","Normal_days","complaint"
20,20,"ntanya","2:10","male","Normal_days","Disconnection"
48,1,"ashklon","1:48","female","Normal_days","Service"
22,6,"ashklon","20:38","male","Normal_days","Service"
21,16,"telaviv","4:00","male","Holidays","complaint"
40,23,"bat-yam","14:48","male","Summer_vacation","Disconnection"
48,24,"hefa","21:10","female","Normal_days","Disconnection"
46,26,"telaviv","4:19","female","Holidays","complaint"
41,9,"ashklon","23:44","male","Holidays","joining"
40,28,"ntanya","8:33","female","Normal_days","Disconnection"
26,10,"bat-yam","2:51","male","Holidays","joining"
42,14,"jatt","17:38","male","Normal_days","Service"
27,23,"hedera","23:35","female","Normal_days","Service"
26,6,"telaviv","6:46","female","Normal_days","joining"
29,16,"ashklon","12:50","female","Normal_days","Disconnection"
41,10,"hedera","1:27","female","Normal_days","complaint"
28,30,"karmel","22:58","female","Normal_days","Disconnection"
46,14,"hedera","9:02","female","Summer_vacation","Service"
25,6,"ashdod","1:36","male","Normal_days","joining"
28,30,"jatt","15:03","female","Summer_vacation","Service"
23,13,"jatt","22:58","male","Summer_vacation","Service"
41,30,"telaviv","5:45","female","Normal_days","joining"
33,5,"ashklon","2:13","male","Summer_vacation","Disconnection"
36,12,"qara","10:48","male","Summer_vacation","Disconnection"
37,15,"ashdod","19:32","male","Summer_vacation","Service"
39,27,"qara","2:53","female","Normal_days","complaint"
30,18,"hefa","19:24","female","Normal_days","joining"
29,13,"ntanya","13:34","female","Normal_days","joining"
45,5,"jatt","18:36","female","Normal_days","joining"
44,27,"karmel","14:12","male","Summer_vacation","Service"
44,5,"ashdod","2:17","female","Summer_vacation","Disconnection"
45,22,"ashklon","12:05","female","Holidays","complaint"
22,20,"hedera","15:37","male","Holidays","joining"
29,18,"hedera","10:31","female","Summer_vacation","complaint"
45,14,"telaviv","18:27","female","Holidays","complaint"
28,7,"ashklon","19:39","female","Holidays","joining"
32,26,"bat-yam","5:44","female","Holidays","joining"
47,20,"ntanya","0:13","male","Summer_vacation","Disconnection"
45,27,"ashdod","5:24","female","Holidays","joining"
40,26,"ashklon","1:29","female","Holidays","joining"
33,5,"bat-yam","13:37","female","Holidays","complaint"
32,18,"bat-yam","17:29","male","Normal_days","Disconnection"
40,16,"jatt","14:35","female","Normal_days","complaint"
31,1,"hedera","6:09","male","Summer_vacation","joining"
28,7,"qara","13:57","male","Holidays","complaint"
40,7,"jatt","20:25","female","Normal_days","complaint"
26,9,"karmel","0:07","male","Normal_days","complaint"
46,22,"ariel","14:36","female","Summer_vacation","Service"
45,16,"ntanya","2:49","male","Holidays","Disconnection"
42,27,"jatt","11:54","male","Summer_vacation","complaint"
49,25,"ashklon","10:36","female","Normal_days","Service"
44,6,"telaviv","23:11","male","Summer_vacation","complaint"
40,21,"hefa","11:53","female","Holidays","Disconnection"
24,2,"ashdod","1:15","male","Holidays","complaint"
